REGION,SUBREGION,COUNTRY,LOCATION,LAT,LON,MONTH,YEAR,DEPTH,SEVERITY_CODE,BLEACHING_SEVERITY,CORAL_FAMILY,CORAL_SPECIES,PERCENTAGE_AFFECTED,BLEACHING_DURATION,MORTALITY_CODE,MORTALITY,RECOVERY_CODE,RECOVERY,SURVEY_TYPE,SURVEY_AREA,WATER_TEMPERATURE,OTHER_FACTORS,REMARKS
Americas,U.S. Caribbean,Florida (USA),Molasses,25,-80.372,8,1987,7-10m,2,Medium,,"Colpophyllia natans, Diploria labyrinthiformis, Montastraea annularis, Porites astreoides, Stephanocoenia intersepta,  Agaricia tenuifolia, Leptoseris cucullata, Millepora alcicornis, Acropora cervicornis, A . palmata, Porites porites",31.7%,Start of mass bleaching in late August 1987,,"9.3% of coral are recently dead after 6 month of initial bleaching , but this might due to coral bleaching",,Recovery start by November 1987,"5 transect, 20 m meter long, point count data",,23.5C  in March 1988,,"27.8% of coral cover was pale (6 months after initial bleaching)
Five of the scleractinian corals that exhibited prolonged bleaching have predominantly massive morphologies  (Colpophyllia natans, Diploria labyrinthiformis, the ""Montastraea annularis complex,"" Porites astreoides, Stephanocoenia intersepta) and three are foliaceous (the ""Agaricia agaricites complex,""  A . tenuifolia, Leptoseris cucullata [=Helioseris cucullata]) . The milleporan, M. alcicornis, is primarily an encrusting coral. Several of the rapidly growing, branching taxa (Acropora cervicornis, A . palmata,Porites porites, ""finger Porites""), which are known to have been affected by the mass bleaching event at these sites are presumed to have mostly recovered before the point-count surveys began."
Americas,U.S. Caribbean,Florida (USA),Molasses Reef (Upper Keys regions),25.007,-80.373,9,2005,,1,Low,,"Millipora alcicornis, M. complanata and M. complanata and Palythoa caribaeorum",35% and 40%,,,,,,,,,,"Molasses Reef (Upper Keys regions), observed on September 10, displayed relatively low levels of bleaching compared to Looe Key (Lower Keys).<br>
Bleaching details (September 10, 2005)<br>
Palythoa caribaeorum –mottled to total bleaching. <br>
Stony corals – no totally bleached colonies were observed. 30-40% of 
live cover observed with paling to mottled bleaching.<br>
Millipora alcicornis and M. complanata - 100% bleaching in 10% of 
individuals; paling in 30% of M. complanata.<br>"
Americas,U.S. Caribbean,Florida (USA),Upper Keys: Aggregated Patches,25.03537,-80.3638,5,2003,7.3,1,Low,,,5.12820512820513,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 39,,,,
Americas,U.S. Caribbean,Florida (USA),Upper Keys: Cheeca Spa,24.90448,-80.61658,7,2003,3.1,1,Low,,,1.14942528735632,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 87,,,,
Americas,U.S. Caribbean,Florida (USA),Upper Keys: French Reef SPA,25.03497,-80.34815,5,2003,7,1,Low,,,2.17391304347826,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 46,,,,
Americas,U.S. Caribbean,Florida (USA),Upper Keys: Hens and Chickens,24.93167,-80.54833,5,2003,4.6,1,Low,,"Siderastrea siderea,",1.47058823529412,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 68,,,,
Americas,U.S. Caribbean,Florida (USA),Upper Keys: Little Conch Reef,24.93988,-80.47697,5,2003,8.7,1,Low,,,5.71428571428571,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 35,,,,
Americas,U.S. Caribbean,Florida (USA),Upper Keys: Memorial Reef,25.01328,-80.4136,5,2003,3.4,1,Low,,,6.66666666666667,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 60,,,,
Americas,U.S. Caribbean,Florida (USA),Upper Keys: NW Davis Reef,24.9499,-80.50142,5,2003,4.4,1,Low,,,5,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 40,,,,
Americas,U.S. Caribbean,Florida (USA),Upper Keys: Pickles Reef,24.98605,-80.41512,5,2003,3.7,1,Low,,,7.31707317073171,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 41,,,,
Americas,U.S. Caribbean,Florida (USA),Upper Keys: Pickles Reef palmata,24.98605,-80.41512,5,2003,2.7,1,Low,,,2.38095238095238,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 42,,,,
Americas,U.S. Caribbean,Florida (USA),Upper Keys: Sand Island,25.01898,-80.36702,5,2003,4.2,1,Low,,,2.63157894736842,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 38,,,,
Americas,U.S. Caribbean,Florida (USA),Upper Keys: South of Carysfort SPA,25.19917,-80.2233,5,2003,8.2,1,Low,,,8,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 25,,,,
Americas,U.S. Caribbean,Florida (USA),Upper Keys: Watson Patch,25.16805,-80.2575,5,2003,4.2,1,Low,,"Millepora complanata,",2.17391304347826,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 46,,,,
Americas,U.S. Caribbean,Florida (USA),Upper Keys: West Alligator Light HB,24.83552,-80.63766,7,2003,9.5,1,Low,,,3.92156862745098,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 51,,,,
Americas,U.S. Caribbean,Florida (USA),Western Sambos,24.55,-81.667,8,1998,10.668,2,Medium,,,60-80,,,,,,,,,,Coral bleaching was observed at various magnitudes in the offshore buttress zone. 
Americas,U.S. Caribbean,Puerto Rico,Cayo Diablo,18.36035,-65.53365,9,2003,8.8,1,Low,,"Colpophyllia natans,Montastraea cavernosa,Montastraea faveolata,",0.699300699300699,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 143,,,,
Americas,U.S. Caribbean,Puerto Rico,Cayo Largo (off Fajardo),18.309,-65.655,9,2005,,2,Medium,,"Montastraea spp., Diploria spp., Siderastrea siderea, Porites spp., Agaricia spp., Millepora spp., <br>
encrusting gorgonians (Erythropodium caribbaeorum) and zoanthids (Palythoa caribbaeorum)",50 and 75%,,,,,,,,29.5 to 30.0C (SST),,"Brief report of a major bleaching event actually occurring off the
eastern coast of Puerto Rico. Part of our diving team at the UPR-Coral Reef Research Group was out in the field today and found that minor bleaching we
documented about two weeks ago or so has become more intense.<br>
According to Prof. Carlos Toledo, from our diving team, between 50 and 75% of the corals at Cayo Largo (off Fajardo) are heavily
bleached. Most Montastraea spp., Diploria spp., Siderastrea siderea, Porites spp., Agaricia spp., Millepora spp., and other species were documented with
total or nearly total bleaching.<br>
In addition, many plexaurid octocoral colonies, encrusting gorgonians (Erythropodium caribbaeorum) and zoanthids (Palythoa caribbaeorum) were also
significantly bleached. <br>
SST is around 29.5 to 30.0C. Doldrum-like conditions
have been nearly prevalent in the area during the last
few weeks preceeding bleaching."
Americas,U.S. Caribbean,Puerto Rico,Cayo Lobo,18.37773,-65.5725,9,2003,2.7,1,Low,,,2.7027027027027,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 74,,,,
Americas,U.S. Caribbean,Puerto Rico,Culebra: Corchos,18.29907,-65.22849,9,2003,4.9,1,Low,,,0.523560209424084,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 191,,,,
Americas,U.S. Caribbean,Puerto Rico,Culebra: Corchos South,18.29287,-65.236,9,2003,10.6,1,Low,,,2.02020202020202,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 99,,,,
Americas,U.S. Caribbean,Puerto Rico,Culebra: Culebrita Reef,18.315,-65.23228,9,2003,7.8,1,Low,,,1.16959064327485,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 171,,,,
Americas,U.S. Caribbean,Puerto Rico,Culebra: Flamenco Reef,18.33808,-65.31496,9,2003,6,1,Low,,,1.12359550561798,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 89,,,,
Americas,U.S. Caribbean,Puerto Rico,Culebra: Punta Vapor,18.31247,-65.33545,9,2003,6.2,1,Low,,,1.71673819742489,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 233,,,,
Americas,U.S. Caribbean,Puerto Rico,Culebra: S.E. Luis Peña,18.29638,-65.32684,9,2003,4.8,1,Low,,,2.18579234972678,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 183,,,,
Americas,U.S. Caribbean,Puerto Rico,Isla Piñero (off Ceiba),18.256,-65.592,9,2005,,2,Medium,,"Montastraea spp., Diploria spp., Siderastrea siderea, Porites spp., Agaricia spp., Millepora spp., <br>
encrusting gorgonians (Erythropodium caribbaeorum) and zoanthids (Palythoa caribbaeorum)",50 and 75%,,,,,,,,29.5 to 30.0C (SST),,"Brief report of a major bleaching event actually occurring off the
eastern coast of Puerto Rico. Part of our diving team at the UPR-Coral Reef Research Group was out in the field today and found that minor bleaching we
documented about two weeks ago or so has become more intense.<br>
According to Prof. Carlos Toledo, from our diving team, between 50 and 75% of the corals at Isla Piñero (off Ceiba) are heavily
bleached. Most Montastraea spp., Diploria spp., Siderastrea siderea, Porites spp., Agaricia spp., Millepora spp., and other species were documented with
total or nearly total bleaching.<br>
In addition, many plexaurid octocoral colonies, encrusting gorgonians (Erythropodium caribbaeorum) and zoanthids (Palythoa caribbaeorum) were also
significantly bleached. <br>
SST is around 29.5 to 30.0C. Doldrum-like conditions
have been nearly prevalent in the area during the last
few weeks preceeding bleaching."
Americas,U.S. Caribbean,Puerto Rico,Punta Aguila,18.35467,-65.57042,10,2003,10.1,1,Low,,,1.89873417721519,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 158,,,,
Americas,U.S. Caribbean,Puerto Rico,South Palominito,18.3365,-65.5666,10,2003,9.5,1,Low,,"Agaricia agaricites,Millepora alcicornis,Montastraea annularis,",3.09278350515464,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 97,,,,
Americas,U.S. Caribbean,United States,"East Flower Garden Banks, northwestern Gulf of Mexico",27.922,-93.611,3,2006,approx. 60’ – 85’ (18.3-25.9m),1,Low,,"Millepora alcicornis, Stephanocoenia intersepta and Montastraea cavernosa",5.7%,,,,,,"A number of belt transects were established, 15 meters long by 1 meter wide, in which every coral colony was counted and scored as to its bleaching condition (totally bleached, partially bleached or unbleached).",,73 degrees F (22.8 degrees C).,"Coral disease surveys were conducted along transects varying from 15m x 1m wide to 50m x 1m at both the East and West Flower Garden Banks. Coral colonies exhibited white plague like symptoms on 8.34% at the East FGB. In localized areas at the East FGB, up to 20% of the colonies were affected. In the previous bleaching surveys (October and November) no disease was noted on the transects. White plague symptoms were noted on Colpophyllia natans, Diploria strigosa, Porites astreoides, Montastrea annularis, M. faveolata, and M. franksi. 
Disease was also affecting the single known colony of Acropora palmata on the East FGB. Last year, 2005, was the first year a widespread coral disease event was documented at the Flower Garden Banks NMS, affecting seven species. This also was a winter event. This event slowed as water temperatures increased. This second event appears to be more severe.","This is an update on observations of the status of coral bleaching and disease at the coral reefs of the East Flower Garden Banks, northwestern Gulf of Mexico conducted the first week of March, 2006.<br>
Coral bleaching was still present but much reduced compared to surveys conducted in October and November 2005, but similar to results from January 2006 surveys. A number of belt transects were conducted (same locations as January 2006 surveys), 15 meters long by 1 meter wide, in which every coral colony was counted and scored as to its bleaching condition (totally bleached, partially bleached or unbleached). 
Transects were established from known reference points (mooring buoy anchor pins). <br>
The average number of coral colonies affected by bleaching ranged from 5.7% (East FGB). 
As a reminder, this is compared to an average of 42% in October, and 46% in November and continued recovery was documented at the East FGB; January (10.3%) and March (4.0%). <br>
Of the species affected, Millepora alcicornis, Stephanocoenia intersepta and Montastraea cavernosa had colonies that were considered still ""totally bleached"" (0.5%), with most species scored as ""partially bleached"". Video was taken along each transect but has not yet been analyzed."
Americas,U.S. Caribbean,United States,"East Flower Garden Banks, northwestern Gulf of Mexico",27.922,-93.611,1,2006,,1,Low,,Millepora alcicornis and Montastrea cavernosa,10.3%,,,"Only Millepora alcicornis displayed mortality related to bleaching, but over 50% of the surveyed colonies of that species contained areas of dead tissue.  M. alcicornis is not a dominant component of the living coral community, comprising less than 2% of the total.",,,"A number of belt transects were established, 15 meters long by 1 meter wide, in which every coral colony was counted and scored as to its bleaching condition (totally bleached, partially bleached or unbleached).",,23C,"An observation of significant concern is an increased occurrence of coral colonies displaying symptoms consistent with that of ""white plague"" coral disease.  In the previous bleaching surveys (October and
November) no disease was noted on the transects.  During this survey, slightly over 2% of the coral colonies within the transect displayed white plague symptoms, and additional colonies were observed in the vicinity.  White plague symptoms were noted on Colpophyllia natans, Diploria strigosa, Montastrea annularis, M. faveolata, and M. franksi.","This is an update on observations of the status of coral bleaching at the coral reefs of the East Flower Garden Banks, northwestern Gulf of Mexico.  Coral bleaching is still present but much reduced compared to surveys conducted in October and November 2005. <br>
Surveys were conducted on January 3-4, 2006.  A number of belt transects were established, 15 meters long by 1 meter wide, in which every coral colony was counted and scored as to its bleaching condition (totally bleached, partially bleached or unbleached).  Transects were established from known reference points (mooring buoy anchor pins). <br>  
The average number of coral colonies affected by bleaching is 10.3% (East Flower Garden).    This is compared to an average of 42% in October, and 46% in November.  Of the species affected, only Millepora alcicornis and Montastrea cavernosa had colonies that were considered still ""totally bleached"" (1.3%), with most species scored as ""partially bleached"".  Video was taken along each transect but has not yet been analyzed.  Water temperature during the survey was 74 degrees F (23 degrees C)."
Americas,U.S. Caribbean,United States,East Washerwoman Shoal,24.66,-81.07,7,2009,1.5m - 3 m,3,HIGH,,"Millepora	 alcicornis",50%,,,,,,Diver observations/measurements,2 m2,,,"Average Hard coral: 5% Soft coral: 2%
Bleached Hard coral: 0% Soft coral: 0%
Fire coral was the only species observed bleaching. The hard corals did look a little pale or ""dry."" Some fire coral colonies mottled, others almost all white."
Americas,U.S. Caribbean,United States,Flower Garden Banks National Marine Sanctuary,27.922,-93.611,10,2005,,2,Medium,,"Millepora alcicornis, Montastraea cavernosa and at least eleven other species",35% and 40%,,,,,,,,29.0 - 29.2 C,"This was the first opportunity for the team to survey the reef since both Hurricanes Katrina and Rita.  Limited surveys revealed significant mechanical impacts at all three sites within the Sanctuary, including large boulders of reef rock and coral (up to 4m x2m in size) removed and tossed around the reef and into the sand flats, and at up to 1m of sand removed from the sand flats.  Large barrel sponges (Xestospongia muta) have suffered considerable damage, including partial and full removal, or filling up with sand. Coral tissue, sediment, and water samples were collected for contaminant analysis through a collaboration between the FGBNMS, NCCOS, and the University of Hawaii.  These collections were made in response to a large body of polluted water that made its way out from the TX/LA coast to the FGBNMS after Hurricane Rita (see http://coastwatch.noaa.gov/tsm/search.html).","The Flower Garden Banks National Marine Sanctuary research team conducted a post-hurricane cruise to the Sanctuary last week.   <br>
The coral is undergoing a bleaching event - initial observations indicate between 35% and 40% of the colonies are bleached partially or fully.  The bleaching appears to be affecting 100% of the fire coral (Millepora alcicornis) and great star coral (Montastraea cavernosa), and affecting at least eleven other species to varying degrees.  
Temperatures on the reef last week were 29.0 - 29.2 degrees C throughout the water column.  This appears to be 2-3 degrees C higher than historical means."
Americas,U.S. Caribbean,United States,"West Flower Garden Banks, northwestern Gulf of Mexico",27.883,-93.822,1,2006,,1,Low,,Millepora alcicornis and Montastrea cavernosa,4.5%,,1,"Only Millepora alcicornis displayed mortality related to bleaching, but over 50% of the surveyed colonies of that species contained areas of dead tissue.  M. alcicornis is not a dominant component of the living coral community, comprising less than 2% of the total.",,,"A number of belt transects were established, 15 meters long by 1 meter wide, in which every coral colony was counted and scored as to its bleaching condition (totally bleached, partially bleached or unbleached).",,23C,"An observation of significant concern is an increased occurrence of coral colonies displaying symptoms consistent with that of ""white plague"" coral disease.  In the previous bleaching surveys (October and
November) no disease was noted on the transects.  During this survey, slightly over 2% of the coral colonies within the transect displayed white plague symptoms, and additional colonies were observed in the vicinity.  White plague symptoms were noted on Colpophyllia natans, Diploria strigosa, Montastrea annularis, M. faveolata, and M. franksi.","This is an update on observations of the status of coral bleaching at the coral reefs of the West Flower Garden Banks, northwestern Gulf of Mexico.  Coral bleaching is still present but much reduced compared to surveys conducted in October and November 2005. <br>
Surveys were conducted on January 3-4, 2006.  A number of belt transects were established, 15 meters long by 1 meter wide, in which every coral colony was counted and scored as to its bleaching condition (totally bleached, partially bleached or unbleached).  Transects were established from known reference points (mooring buoy anchor pins).  <br>
The average number of coral colonies affected by bleaching ranged from 4.5% (West Flower Garden).  This is compared to an average of 42% in October, and 46% in November.  Of the species affected, only Millepora alcicornis and Montastrea cavernosa had colonies that were considered still ""totally bleached"" (1.3%), with most species scored as ""partially bleached"".  
Video was taken along each transect but has not yet been analyzed.  Water temperature during the survey was 74 degrees F (23 degrees C)."
Americas,U.S. Caribbean,United States,"West Flower Garden Banks, northwestern Gulf of Mexico",27.883,-93.822,3,2006,approx. 70’-77’ (21.3-23.5m),1,Low,,"Millepora alcicornis, Stephanocoenia intersepta and Montastraea cavernosa",4.0%,,,,,,"A number of belt transects were established, 15 meters long by 1 meter wide, in which every coral colony was counted and scored as to its bleaching condition (totally bleached, partially bleached or unbleached).",,73 degrees F (22.8 degrees C).,"Coral disease surveys were conducted along transects varying from 15m x 1m wide to 50m x 1m.  Coral colonies exhibited white plague like symptoms on 3.33% at the West FGB. In localized areas at the East FGB, up to 20% of the colonies were affected. In the previous bleaching surveys (October and November) no disease was noted on the transects. White plague symptoms were noted on Colpophyllia natans, Diploria strigosa, Porites astreoides, Montastrea annularis, M. faveolata, and M. franksi. 
Last year, 2005, was the first year a widespread coral disease event was documented at the Flower Garden Banks NMS, affecting seven species. 
This also was a winter event. This event slowed as water temperatures increased. This second event appears to be more severe.
Diseased colonies were tagged to track the progress of the disease. 
Additional surveys will be conducted in the coming weeks to monitor the status bleaching and disease.","This is an update on observations of the status of coral bleaching and disease at the coral reefs of the East and West Flower Garden Banks, northwestern Gulf of Mexico conducted the first week of March, 2006.
Coral bleaching was still present but much reduced compared to surveys conducted in October and November 2005, but similar to results from January 2006 surveys. A number of belt transects were conducted (same locations as January 2006 surveys), 15 meters long by 1 meter wide, in which every coral colony was counted and scored as to its bleaching condition (totally bleached, partially bleached or unbleached). 
Transects were established from known reference points (mooring buoy anchor pins). <br>
The average number of coral colonies affected by bleaching ranged from 4.0% (West FGB). As a reminder, this is compared to an average of 42% in October, and 46% in November.  <br>
January (4.5%) and March (4.0%) observations were similar at the West FGB.  
Of the species affected, Millepora alcicornis, Stephanocoenia intersepta and Montastraea cavernosa had colonies that were considered still ""totally bleached"" (0.5%), with most species scored as ""partially bleached"". Video was taken along each transect but has not yet been analyzed."
Americas,U.S. Caribbean,Virgin Islands (U.S.),"Buck Island, St. Croix",17.79,-64.63,10,2005,,3,HIGH,,"Almost all of the Montastraea colonies (except M. cavernosa), Acropora palmata, Diploria, Porites, Siderastrea, and Millepora <br>
Palythoa spp.",70%,,,,,,,,,,"The reefs surrounding Buck Island were experiencing a dramatic bleaching event.   I would estimate that 70% of the hard corals were either partially or fully bleached. Almost all of the Montastraea colonies were completely bleached except for M. cavernosa, in which we only noticed some partial bleaching. A majority of the Acropora palmata colonies were either bleached or partially bleached.  Species from the genera Diploria, Porites, Siderastrea, and Millepora were also affected. We also noticed several bleached mats of Palythoa spp.. Most of the corals still appeared to be alive but there were a couple with signs of new algae growth."
Americas,U.S. Caribbean,Virgin Islands (U.S.),"Buck Island, St. Croix",17.787,-64.628,10,2005,,2,Medium,,"Montastraea annularis, Diploria strigosa, Porites astreoides, Agaricia spp., Millepora spp., Acropora palmata, Siderastrea siderea, Pories porites, Montastraea cavernosa, Diploria clivosa, Siderastrea radians, Diploria labyrinthiformis, 
Mycetophyllia spp., Colpophyllia natans, Isophyllia spp., 
Stephanocoenia intersepts, Solenastrea spp., Manicina areolata, Favia fragum, Dichocoenia stokesii, Madracis spp., 
Meandrina meandrites,",53%,,,,,,the cover of bleached and unbleached coral within five 1-m 2 quadrats [along a 25 m-transect] was estimated visually and recorded for each species.,,82 to 95 oF,,"During October 16-30, 2005, bleaching was observed in 53% of corals at 91 of 94 randomly selected sites raging in depth between 9 and 91 ft  (2.7 and 27.5 m). Twelve coral species had bleaching greater than 50%, with four species being more than 90% bleached (Diploria labrynthiformis, Agaricia spp., Mycetophyllia spp., and Montastraea annularis). <br>
Several abundant corals also were severely bleached; four corals (M. annularis, D. strigosa, Porites astreoides, and Agaracia spp.) had cover greater than 9,850 cm 2 and experienced bleaching from 40 – 95%. Fire corals (Millepora spp.) comprised 11,400 cm 2 of total cover and were bleached 60%. Acropora palmata covered 21,800 cm 2 of the sampled area but was less severely bleached (23%). <br>
Some corals had bleaching less than 20% (Stephanocoenia. interceptis, Madracis spp., Dichocoenia stokesii, Meandrina meandrites), and other corals had no bleaching (Acropora cervicornis; Diploria cylindricus, Eusmilia spp., and Scolymia spp., <br>
In general, the coral bleaching event was widespread and occurred all around Buck Island but with no obvious spatial patterns. Also, no spatial patterns were observed in the occurrence of bleaching for four abundant coral species. A weak but significant correlation (r 2 = 0.159, P = 0.0023) occurred between overall bleaching and depth, such that corals at shallower sites had higher rates of bleaching than those at deeper sites. If coral bleaching is temperature related, the observed correlation between depth and bleaching suggests that water temperature at depth would be lower than at the surface. However, water temperature, measured with a dive computer (Oceanic ProPlus 2) was not significantly lower at deeper sites than at shallower sites (r 2 = 0.004, P = 0.633, F = 0.230, df = 60). Overall, the water temperature ranged from 82 to 95 oF with a mean = 88.9 ± 0.19 oF (from 27.7 to 35 oC, mean = 31.6 ± 0.1 oC).<br>
For more information, please refere to  http://ccma.nos.noaa.gov/products/biogeography/coral_bleaching/welcome.html"
Americas,U.S. Caribbean,Virgin Islands (U.S.),"Cane Bay, St. Croix",17.703,-64.76,10,2005,,3,HIGH,,,75%,,,,,,,,,,"The hard corals on the reefs off Cane Bay were also experiencing significant 
bleaching. Past 10m, at least 75% of the corals were bleached. This also 
included the deeper plated Agaricia colonies. In depths less than 10m roughly 
50% of the hard corals were bleached. <br>
We also came across several soft corals that appeared to be bleached."
Americas,U.S. Caribbean,Virgin Islands (U.S.),North shore of St. Croix,17.764,-64.66,10,2005,,3,HIGH,,,90%,,,,,,,,,,"The stony corals have nearly all become
stressed.  They are white or 'dayglow' yellow  or
'dayglow' orange.  At least 90% of nearly all stony
corals are affected.  The various species called
""Cactus"" corals are showing stress.<br>
There is one small area where the corals are not
bleached, and that is in less than a meter of water
right along the shoreline where I enter the water."
Americas,U.S. Caribbean,Virgin Islands (U.S.),Tektite Reef,18.308,-64.722,9,2005,,3,HIGH,,,90.2%,,,,,,Random transect monitoring,"A 18,711 square meter reef study area in undisturbed watershed within Virgin Islands National Park.",30.4C in Sept 2005,,"A 18,711 square meter reef study area in undisturbed watershed within Virgin Islands National Park. <br>
Random transect monitoring began in 2005. <br>
Mean Coral Cover = 24.7%. <br>
Measured 90.2% bleached coral in September 2005. <br>
Report on 11/5/2005 <br>
During monitoring in response to the bleaching event within the US Virgin
Islands, we've noticed a dramatic increase in the coloration (trend to
normal color) of corals within our study reefs around St. John.  This has
happened within the past 10 - 14 days.  Most corals have at least some
light color (as opposed to white), and some have gradients from pale to
full normal color.  No single species seems to be changing color more
rapidly than any other. Depths of our monitoring sites are between 15-60
ft (4.6-8.3 m).<br>
The mean seawater temperature (55 ft/16.8 m) at a monitoring site at
Tektite Reef went from 30.4º C (86.7º F) in September to 29.6º C (85.3º F)
in October.<br>
October was a very rainy and cloudy month.  During the period 9/30 -
10/11, 11.04 inches (28 cm) of rain were recorded while the seawater
temperature at a monitoring site (depth 55 ft/16.8 m) dropped 1.6 ºC (~3
ºF). <br>
Images below show progression of bleaching from August to October at selected positions within Tektite Reef is available at http://www1.nature.nps.gov/im/units/sfcn/tektite.htm"
Asia,North and East Asia,Japan,Amami Island,28.2,129.4,8,2001,shalow and back moat reef,3,HIGH,"Poritidae, Acroporidae","Porites, Acropora",100%,late July to Aug,,,,,,,30C,,"Complete bleaching in Porites that survived the 1998 incident,  Acropora recruit after 1998, and 50% of transplant coral"
Asia,North and East Asia,Japan,"Bise, Okinawa Island",26.07,127.07,8,1998,2-3m above mean sea level,3,HIGH,Acroporidae,"Acropora nobilis, A. cytherea, A. hyacinthus, A. digitifera",100%,Start in July and coral dead in Sept.,3,Most of living coral had died and filamentous algae grew on the dead coral in early 9/1998.  All colonies of branching and table top acropora dead in 1999.,,,30x40m quadrats,,"range 29.8-33.0, mean 31.3+-0.7C",,"Coral belaching was fisrt observed in late July 1998, and by late August, bleachng had become extensive. Acroporid seems to be particularly susceptable to bleaching."
Asia,North and East Asia,Japan,"Cape Maeda, Okinawa",26.44,127.774,9,1998,to 10,3,HIGH,,"Platygyra lamellina, Acropora monticulosa, Pocillopora eudoxii, Montipora informis",100%,Aug to Nov 1998,3,"In less than 16ft.(5m), Montipora coral survived,but 99% of Acropora coral is dead. 99% of coral died.",,,Underwater Photography,,30.9C,,Most coral were bleached
Asia,North and East Asia,Japan,Okinawa,26.5,128,6,1986,,3,HIGH,,,0.80,,,,,,,,,,Tsuchiya et al (1987) found bleaching of coral reef hosts during a mass mortality of urchins in the southern part of Okinawa and on several adjacent small islands in June 1986.  Reef hosts in northern Okinawa did not bleach at this time (pers comm Sakai).
Asia,North and East Asia,Japan,Yaeyama Islands,24.4,124,12,2001,shallow,3,HIGH,"Acroporidae, Pocilloporidae","Acropora, Seriatopora",100%,early July to end August,3,70-80% of Acropora dead and Seriatopora covered with algae,3,some coral recovered in September,,,">30C in late July - August, 30-31C in late Aug",,"Partially bleach observered in early July, spread throughout the area in late July, severe bleaching in late Aug"
Asia,South Asia,Chagos Archipelago (UK),Eagle Island ( On outer reef edge at SW tip of Eagle Island),-6,71,4,2005, 2m - 10m,2,Medium,,,30%,,,,,,,1 m²,,,"Average Hard coral: 18% Soft coral: 0%.
Bleached Hard coral: 30% Soft coral: 0%.
Bleaching event was clearly almost over - some spp still bleached, but also high recent mortality with only fine algal overgrowth and some colonies half dead and half recovered (no longer bleached)"
Asia,South Asia,Chagos Archipelago (UK),Egmont Atoll,-7,71,4,2005,2m to 5m,3,HIGH,,,80%,,,,,,Viewed from boat/ship,1 m²,,,"Average Hard coral of the area: 20% Soft coral: 0%<br>
Bleached Hard coral observed: 80% Soft coral: 0%<br>
Type of coral affected : Certainly plate Acropora, probably all species <br>
Observations are a crude estimate based from looking over the side of a boat that passed along the seaward side of the reef crest. There was clearly a major bleaching event going on with most colonies showing white. More detailed obervations from atolls to north."
Asia,South Asia,India,Andaman Islands,11.73333333,92.88333333,5,1998,,2,Medium,,,0.70,,,,,,,,,,"Surviving taxa included Porites spp., Platygyra spp., Favites spp. and Fungia spp. Repeated surveys in September revealed that coral mortality was higher than 50%."
Asia,South Asia,India,Gulf of Kutch ( Katchchh ),22.53333333,69.75,,1998,,1,Low,,,30.00,,,,,,,,,,"The corals of the Gulf of Kutch were less affected which could be due to a graeter tolerance of higher sea temperatures resulting from their occurrence in the extreme arid conditions in the north-west of India (Wafar,1999). "
Asia,South Asia,India,Gulf of Mannar,8.866666667,78.65,5,1998,,3,HIGH,,,85%,,,,,,,,,," A subsequent survey revealed that mortality was 72.6%. A decrease in the biodiversity of these reefs was reported. Further, several areas were covered with algae to a large extent."
Asia,South Asia,India,"Kavaratti and Kadmat Island, Lakshadweep ( Laccadives )",10.33,72.63,6,1998,,3,HIGH,,"Acropora,  Porites,  Pavona, Montipora",81.80,,2,25.71% dead,,,point intercept transect,,78 days anomality,,"26% pale, 30.09% bleached, 25.71% dead
Acropora 12.41%, Porites 57.95%, Pavona 10.94% bleached"
Asia,South Asia,India,Lakshadweep ( Laccadives ),10.98333333,73,,1998,,3,HIGH,,,74,,,,,,,,,, A survey showed that 74% of live corals were wholly or partially bleached.
